"Folkmängd efter region, civilstånd, ålder, kön och år"

"region";"civilstånd";"ålder";"kön";"2020"
"SE321 Västernorrlands län";"ogifta";"68 år";"män";372
"SE321 Västernorrlands län";"ogifta";"68 år";"kvinnor";261
"SE321 Västernorrlands län";"ogifta";"69 år";"män";312
"SE321 Västernorrlands län";"ogifta";"69 år";"kvinnor";219
"SE321 Västernorrlands län";"ogifta";"70 år";"män";342
"SE321 Västernorrlands län";"ogifta";"70 år";"kvinnor";231
"SE321 Västernorrlands län";"ogifta";"71 år";"män";318
"SE321 Västernorrlands län";"ogifta";"71 år";"kvinnor";208
"SE321 Västernorrlands län";"ogifta";"72 år";"män";290
"SE321 Västernorrlands län";"ogifta";"72 år";"kvinnor";216
"SE321 Västernorrlands län";"ogifta";"73 år";"män";266
"SE321 Västernorrlands län";"ogifta";"73 år";"kvinnor";198
"SE321 Västernorrlands län";"ogifta";"74 år";"män";300
"SE321 Västernorrlands län";"ogifta";"74 år";"kvinnor";216
"SE321 Västernorrlands län";"ogifta";"75 år";"män";246
"SE321 Västernorrlands län";"ogifta";"75 år";"kvinnor";160
"SE321 Västernorrlands län";"ogifta";"76 år";"män";205
"SE321 Västernorrlands län";"ogifta";"76 år";"kvinnor";140
"SE321 Västernorrlands län";"ogifta";"77 år";"män";214
"SE321 Västernorrlands län";"ogifta";"77 år";"kvinnor";117
"SE321 Västernorrlands län";"ogifta";"78 år";"män";140
"SE321 Västernorrlands län";"ogifta";"78 år";"kvinnor";84
"SE321 Västernorrlands län";"ogifta";"79 år";"män";116
"SE321 Västernorrlands län";"ogifta";"79 år";"kvinnor";83
"SE321 Västernorrlands län";"ogifta";"80 år";"män";81
"SE321 Västernorrlands län";"ogifta";"80 år";"kvinnor";66
"SE321 Västernorrlands län";"ogifta";"81 år";"män";99
"SE321 Västernorrlands län";"ogifta";"81 år";"kvinnor";57
"SE321 Västernorrlands län";"ogifta";"82 år";"män";64
"SE321 Västernorrlands län";"ogifta";"82 år";"kvinnor";58
"SE321 Västernorrlands län";"ogifta";"83 år";"män";75
"SE321 Västernorrlands län";"ogifta";"83 år";"kvinnor";45
"SE321 Västernorrlands län";"ogifta";"84 år";"män";60
"SE321 Västernorrlands län";"ogifta";"84 år";"kvinnor";38
"SE321 Västernorrlands län";"ogifta";"85 år";"män";34
"SE321 Västernorrlands län";"ogifta";"85 år";"kvinnor";25
"SE321 Västernorrlands län";"ogifta";"86 år";"män";32
"SE321 Västernorrlands län";"ogifta";"86 år";"kvinnor";43
"SE321 Västernorrlands län";"ogifta";"87 år";"män";31
"SE321 Västernorrlands län";"ogifta";"87 år";"kvinnor";30
"SE321 Västernorrlands län";"ogifta";"88 år";"män";15
"SE321 Västernorrlands län";"ogifta";"88 år";"kvinnor";15
"SE321 Västernorrlands län";"ogifta";"89 år";"män";11
"SE321 Västernorrlands län";"ogifta";"89 år";"kvinnor";15
"SE321 Västernorrlands län";"ogifta";"90 år";"män";15
"SE321 Västernorrlands län";"ogifta";"90 år";"kvinnor";23
"SE321 Västernorrlands län";"ogifta";"91 år";"män";11
"SE321 Västernorrlands län";"ogifta";"91 år";"kvinnor";19
"SE321 Västernorrlands län";"ogifta";"92 år";"män";7
"SE321 Västernorrlands län";"ogifta";"92 år";"kvinnor";4
"SE321 Västernorrlands län";"ogifta";"93 år";"män";8
"SE321 Västernorrlands län";"ogifta";"93 år";"kvinnor";8
"SE321 Västernorrlands län";"ogifta";"94 år";"män";5
"SE321 Västernorrlands län";"ogifta";"94 år";"kvinnor";6
"SE321 Västernorrlands län";"ogifta";"95 år";"män";0
"SE321 Västernorrlands län";"ogifta";"95 år";"kvinnor";3
"SE321 Västernorrlands län";"ogifta";"96 år";"män";0
"SE321 Västernorrlands län";"ogifta";"96 år";"kvinnor";3
"SE321 Västernorrlands län";"ogifta";"97 år";"män";3
"SE321 Västernorrlands län";"ogifta";"97 år";"kvinnor";5
"SE321 Västernorrlands län";"ogifta";"98 år";"män";0
"SE321 Västernorrlands län";"ogifta";"98 år";"kvinnor";2
"SE321 Västernorrlands län";"ogifta";"99 år";"män";0
"SE321 Västernorrlands län";"ogifta";"99 år";"kvinnor";3
"SE321 Västernorrlands län";"ogifta";"100+ år";"män";2
"SE321 Västernorrlands län";"ogifta";"100+ år";"kvinnor";1
"SE321 Västernorrlands län";"gifta";"0 år";"män";0
"SE321 Västernorrlands län";"gifta";"0 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"1 år";"män";0
"SE321 Västernorrlands län";"gifta";"1 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"2 år";"män";0
"SE321 Västernorrlands län";"gifta";"2 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"3 år";"män";0
"SE321 Västernorrlands län";"gifta";"3 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"4 år";"män";0
"SE321 Västernorrlands län";"gifta";"4 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"5 år";"män";0
"SE321 Västernorrlands län";"gifta";"5 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"6 år";"män";0
"SE321 Västernorrlands län";"gifta";"6 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"7 år";"män";0
"SE321 Västernorrlands län";"gifta";"7 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"8 år";"män";0
"SE321 Västernorrlands län";"gifta";"8 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"9 år";"män";0
"SE321 Västernorrlands län";"gifta";"9 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"10 år";"män";0
"SE321 Västernorrlands län";"gifta";"10 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"11 år";"män";0
"SE321 Västernorrlands län";"gifta";"11 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"12 år";"män";0
"SE321 Västernorrlands län";"gifta";"12 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"13 år";"män";0
"SE321 Västernorrlands län";"gifta";"13 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"14 år";"män";0
"SE321 Västernorrlands län";"gifta";"14 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"15 år";"män";0
"SE321 Västernorrlands län";"gifta";"15 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"16 år";"män";0
"SE321 Västernorrlands län";"gifta";"16 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"17 år";"män";0
"SE321 Västernorrlands län";"gifta";"17 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"18 år";"män";1
"SE321 Västernorrlands län";"gifta";"18 år";"kvinnor";1
"SE321 Västernorrlands län";"gifta";"19 år";"män";0
"SE321 Västernorrlands län";"gifta";"19 år";"kvinnor";3
"SE321 Västernorrlands län";"gifta";"20 år";"män";3
"SE321 Västernorrlands län";"gifta";"20 år";"kvinnor";15
"SE321 Västernorrlands län";"gifta";"21 år";"män";13
"SE321 Västernorrlands län";"gifta";"21 år";"kvinnor";26
"SE321 Västernorrlands län";"gifta";"22 år";"män";12
"SE321 Västernorrlands län";"gifta";"22 år";"kvinnor";46
"SE321 Västernorrlands län";"gifta";"23 år";"män";17
"SE321 Västernorrlands län";"gifta";"23 år";"kvinnor";63
"SE321 Västernorrlands län";"gifta";"24 år";"män";47
"SE321 Västernorrlands län";"gifta";"24 år";"kvinnor";93
"SE321 Västernorrlands län";"gifta";"25 år";"män";46
"SE321 Västernorrlands län";"gifta";"25 år";"kvinnor";95
"SE321 Västernorrlands län";"gifta";"26 år";"män";77
"SE321 Västernorrlands län";"gifta";"26 år";"kvinnor";145
"SE321 Västernorrlands län";"gifta";"27 år";"män";99
"SE321 Västernorrlands län";"gifta";"27 år";"kvinnor";199
"SE321 Västernorrlands län";"gifta";"28 år";"män";165
"SE321 Västernorrlands län";"gifta";"28 år";"kvinnor";242
"SE321 Västernorrlands län";"gifta";"29 år";"män";188
"SE321 Västernorrlands län";"gifta";"29 år";"kvinnor";318
"SE321 Västernorrlands län";"gifta";"30 år";"män";243
"SE321 Västernorrlands län";"gifta";"30 år";"kvinnor";377
"SE321 Västernorrlands län";"gifta";"31 år";"män";293
"SE321 Västernorrlands län";"gifta";"31 år";"kvinnor";414
"SE321 Västernorrlands län";"gifta";"32 år";"män";370
"SE321 Västernorrlands län";"gifta";"32 år";"kvinnor";456
"SE321 Västernorrlands län";"gifta";"33 år";"män";366
"SE321 Västernorrlands län";"gifta";"33 år";"kvinnor";478
"SE321 Västernorrlands län";"gifta";"34 år";"män";370
"SE321 Västernorrlands län";"gifta";"34 år";"kvinnor";508
"SE321 Västernorrlands län";"gifta";"35 år";"män";452
"SE321 Västernorrlands län";"gifta";"35 år";"kvinnor";526
"SE321 Västernorrlands län";"gifta";"36 år";"män";466
"SE321 Västernorrlands län";"gifta";"36 år";"kvinnor";561
"SE321 Västernorrlands län";"gifta";"37 år";"män";433
"SE321 Västernorrlands län";"gifta";"37 år";"kvinnor";547
"SE321 Västernorrlands län";"gifta";"38 år";"män";541
"SE321 Västernorrlands län";"gifta";"38 år";"kvinnor";590
"SE321 Västernorrlands län";"gifta";"39 år";"män";510
"SE321 Västernorrlands län";"gifta";"39 år";"kvinnor";597
"SE321 Västernorrlands län";"gifta";"40 år";"män";562
"SE321 Västernorrlands län";"gifta";"40 år";"kvinnor";647
"SE321 Västernorrlands län";"gifta";"41 år";"män";571
"SE321 Västernorrlands län";"gifta";"41 år";"kvinnor";666
"SE321 Västernorrlands län";"gifta";"42 år";"män";591
"SE321 Västernorrlands län";"gifta";"42 år";"kvinnor";658
"SE321 Västernorrlands län";"gifta";"43 år";"män";625
"SE321 Västernorrlands län";"gifta";"43 år";"kvinnor";649
"SE321 Västernorrlands län";"gifta";"44 år";"män";616
"SE321 Västernorrlands län";"gifta";"44 år";"kvinnor";650
"SE321 Västernorrlands län";"gifta";"45 år";"män";657
"SE321 Västernorrlands län";"gifta";"45 år";"kvinnor";732
"SE321 Västernorrlands län";"gifta";"46 år";"män";733
"SE321 Västernorrlands län";"gifta";"46 år";"kvinnor";720
"SE321 Västernorrlands län";"gifta";"47 år";"män";732
"SE321 Västernorrlands län";"gifta";"47 år";"kvinnor";722
"SE321 Västernorrlands län";"gifta";"48 år";"män";677
"SE321 Västernorrlands län";"gifta";"48 år";"kvinnor";758
"SE321 Västernorrlands län";"gifta";"49 år";"män";729
"SE321 Västernorrlands län";"gifta";"49 år";"kvinnor";745
"SE321 Västernorrlands län";"gifta";"50 år";"män";729
"SE321 Västernorrlands län";"gifta";"50 år";"kvinnor";771
"SE321 Västernorrlands län";"gifta";"51 år";"män";716
"SE321 Västernorrlands län";"gifta";"51 år";"kvinnor";732
"SE321 Västernorrlands län";"gifta";"52 år";"män";761
"SE321 Västernorrlands län";"gifta";"52 år";"kvinnor";778
"SE321 Västernorrlands län";"gifta";"53 år";"män";846
"SE321 Västernorrlands län";"gifta";"53 år";"kvinnor";844
"SE321 Västernorrlands län";"gifta";"54 år";"män";838
"SE321 Västernorrlands län";"gifta";"54 år";"kvinnor";835
"SE321 Västernorrlands län";"gifta";"55 år";"män";836
"SE321 Västernorrlands län";"gifta";"55 år";"kvinnor";826
"SE321 Västernorrlands län";"gifta";"56 år";"män";804
"SE321 Västernorrlands län";"gifta";"56 år";"kvinnor";778
"SE321 Västernorrlands län";"gifta";"57 år";"män";729
"SE321 Västernorrlands län";"gifta";"57 år";"kvinnor";758
"SE321 Västernorrlands län";"gifta";"58 år";"män";654
"SE321 Västernorrlands län";"gifta";"58 år";"kvinnor";666
"SE321 Västernorrlands län";"gifta";"59 år";"män";645
"SE321 Västernorrlands län";"gifta";"59 år";"kvinnor";679
"SE321 Västernorrlands län";"gifta";"60 år";"män";693
"SE321 Västernorrlands län";"gifta";"60 år";"kvinnor";770
"SE321 Västernorrlands län";"gifta";"61 år";"män";750
"SE321 Västernorrlands län";"gifta";"61 år";"kvinnor";736
"SE321 Västernorrlands län";"gifta";"62 år";"män";749
"SE321 Västernorrlands län";"gifta";"62 år";"kvinnor";764
"SE321 Västernorrlands län";"gifta";"63 år";"män";793
"SE321 Västernorrlands län";"gifta";"63 år";"kvinnor";840
"SE321 Västernorrlands län";"gifta";"64 år";"män";825
"SE321 Västernorrlands län";"gifta";"64 år";"kvinnor";824
"SE321 Västernorrlands län";"gifta";"65 år";"män";794
"SE321 Västernorrlands län";"gifta";"65 år";"kvinnor";823
"SE321 Västernorrlands län";"gifta";"66 år";"män";832
"SE321 Västernorrlands län";"gifta";"66 år";"kvinnor";801
"SE321 Västernorrlands län";"gifta";"67 år";"män";833
"SE321 Västernorrlands län";"gifta";"67 år";"kvinnor";814
"SE321 Västernorrlands län";"gifta";"68 år";"män";886
"SE321 Västernorrlands län";"gifta";"68 år";"kvinnor";878
"SE321 Västernorrlands län";"gifta";"69 år";"män";842
"SE321 Västernorrlands län";"gifta";"69 år";"kvinnor";796
"SE321 Västernorrlands län";"gifta";"70 år";"män";903
"SE321 Västernorrlands län";"gifta";"70 år";"kvinnor";786
"SE321 Västernorrlands län";"gifta";"71 år";"män";958
"SE321 Västernorrlands län";"gifta";"71 år";"kvinnor";857
"SE321 Västernorrlands län";"gifta";"72 år";"män";927
"SE321 Västernorrlands län";"gifta";"72 år";"kvinnor";862
"SE321 Västernorrlands län";"gifta";"73 år";"män";887
"SE321 Västernorrlands län";"gifta";"73 år";"kvinnor";842
"SE321 Västernorrlands län";"gifta";"74 år";"män";937
"SE321 Västernorrlands län";"gifta";"74 år";"kvinnor";843
"SE321 Västernorrlands län";"gifta";"75 år";"män";896
"SE321 Västernorrlands län";"gifta";"75 år";"kvinnor";814
"SE321 Västernorrlands län";"gifta";"76 år";"män";855
"SE321 Västernorrlands län";"gifta";"76 år";"kvinnor";705
"SE321 Västernorrlands län";"gifta";"77 år";"män";762
"SE321 Västernorrlands län";"gifta";"77 år";"kvinnor";660
"SE321 Västernorrlands län";"gifta";"78 år";"män";684
"SE321 Västernorrlands län";"gifta";"78 år";"kvinnor";529
"SE321 Västernorrlands län";"gifta";"79 år";"män";604
"SE321 Västernorrlands län";"gifta";"79 år";"kvinnor";452
"SE321 Västernorrlands län";"gifta";"80 år";"män";492
"SE321 Västernorrlands län";"gifta";"80 år";"kvinnor";402
"SE321 Västernorrlands län";"gifta";"81 år";"män";518
"SE321 Västernorrlands län";"gifta";"81 år";"kvinnor";355
"SE321 Västernorrlands län";"gifta";"82 år";"män";440
"SE321 Västernorrlands län";"gifta";"82 år";"kvinnor";314
"SE321 Västernorrlands län";"gifta";"83 år";"män";399
"SE321 Västernorrlands län";"gifta";"83 år";"kvinnor";257
"SE321 Västernorrlands län";"gifta";"84 år";"män";325
"SE321 Västernorrlands län";"gifta";"84 år";"kvinnor";216
"SE321 Västernorrlands län";"gifta";"85 år";"män";267
"SE321 Västernorrlands län";"gifta";"85 år";"kvinnor";165
"SE321 Västernorrlands län";"gifta";"86 år";"män";234
"SE321 Västernorrlands län";"gifta";"86 år";"kvinnor";131
"SE321 Västernorrlands län";"gifta";"87 år";"män";203
"SE321 Västernorrlands län";"gifta";"87 år";"kvinnor";97
"SE321 Västernorrlands län";"gifta";"88 år";"män";172
"SE321 Västernorrlands län";"gifta";"88 år";"kvinnor";90
"SE321 Västernorrlands län";"gifta";"89 år";"män";125
"SE321 Västernorrlands län";"gifta";"89 år";"kvinnor";48
"SE321 Västernorrlands län";"gifta";"90 år";"män";101
"SE321 Västernorrlands län";"gifta";"90 år";"kvinnor";36
"SE321 Västernorrlands län";"gifta";"91 år";"män";61
"SE321 Västernorrlands län";"gifta";"91 år";"kvinnor";29
"SE321 Västernorrlands län";"gifta";"92 år";"män";44
"SE321 Västernorrlands län";"gifta";"92 år";"kvinnor";17
"SE321 Västernorrlands län";"gifta";"93 år";"män";27
"SE321 Västernorrlands län";"gifta";"93 år";"kvinnor";10
"SE321 Västernorrlands län";"gifta";"94 år";"män";16
"SE321 Västernorrlands län";"gifta";"94 år";"kvinnor";6
"SE321 Västernorrlands län";"gifta";"95 år";"män";13
"SE321 Västernorrlands län";"gifta";"95 år";"kvinnor";4
"SE321 Västernorrlands län";"gifta";"96 år";"män";8
"SE321 Västernorrlands län";"gifta";"96 år";"kvinnor";1
"SE321 Västernorrlands län";"gifta";"97 år";"män";2
"SE321 Västernorrlands län";"gifta";"97 år";"kvinnor";1
"SE321 Västernorrlands län";"gifta";"98 år";"män";1
"SE321 Västernorrlands län";"gifta";"98 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"99 år";"män";0
"SE321 Västernorrlands län";"gifta";"99 år";"kvinnor";0
"SE321 Västernorrlands län";"gifta";"100+ år";"män";2
"SE321 Västernorrlands län";"gifta";"100+ år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"0 år";"män";0
"SE321 Västernorrlands län";"skilda";"0 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"1 år";"män";0
"SE321 Västernorrlands län";"skilda";"1 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"2 år";"män";0
"SE321 Västernorrlands län";"skilda";"2 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"3 år";"män";0
"SE321 Västernorrlands län";"skilda";"3 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"4 år";"män";0
"SE321 Västernorrlands län";"skilda";"4 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"5 år";"män";0
"SE321 Västernorrlands län";"skilda";"5 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"6 år";"män";0
"SE321 Västernorrlands län";"skilda";"6 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"7 år";"män";0
"SE321 Västernorrlands län";"skilda";"7 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"8 år";"män";0
"SE321 Västernorrlands län";"skilda";"8 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"9 år";"män";0
"SE321 Västernorrlands län";"skilda";"9 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"10 år";"män";0
"SE321 Västernorrlands län";"skilda";"10 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"11 år";"män";0
"SE321 Västernorrlands län";"skilda";"11 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"12 år";"män";0
"SE321 Västernorrlands län";"skilda";"12 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"13 år";"män";0
"SE321 Västernorrlands län";"skilda";"13 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"14 år";"män";0
"SE321 Västernorrlands län";"skilda";"14 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"15 år";"män";0
"SE321 Västernorrlands län";"skilda";"15 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"16 år";"män";0
"SE321 Västernorrlands län";"skilda";"16 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"17 år";"män";0
"SE321 Västernorrlands län";"skilda";"17 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"18 år";"män";0
"SE321 Västernorrlands län";"skilda";"18 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"19 år";"män";0
"SE321 Västernorrlands län";"skilda";"19 år";"kvinnor";1
"SE321 Västernorrlands län";"skilda";"20 år";"män";0
"SE321 Västernorrlands län";"skilda";"20 år";"kvinnor";0
"SE321 Västernorrlands län";"skilda";"21 år";"män";1
"SE321 Västernorrlands län";"skilda";"21 år";"kvinnor";4
"SE321 Västernorrlands län";"skilda";"22 år";"män";0
"SE321 Västernorrlands län";"skilda";"22 år";"kvinnor";1
"SE321 Västernorrlands län";"skilda";"23 år";"män";1
"SE321 Västernorrlands län";"skilda";"23 år";"kvinnor";6
"SE321 Västernorrlands län";"skilda";"24 år";"män";2
"SE321 Västernorrlands län";"skilda";"24 år";"kvinnor";10
"SE321 Västernorrlands län";"skilda";"25 år";"män";9
"SE321 Västernorrlands län";"skilda";"25 år";"kvinnor";11
"SE321 Västernorrlands län";"skilda";"26 år";"män";5
"SE321 Västernorrlands län";"skilda";"26 år";"kvinnor";16
"SE321 Västernorrlands län";"skilda";"27 år";"män";15
"SE321 Västernorrlands län";"skilda";"27 år";"kvinnor";23
"SE321 Västernorrlands län";"skilda";"28 år";"män";11
"SE321 Västernorrlands län";"skilda";"28 år";"kvinnor";43
"SE321 Västernorrlands län";"skilda";"29 år";"män";23
"SE321 Västernorrlands län";"skilda";"29 år";"kvinnor";48
"SE321 Västernorrlands län";"skilda";"30 år";"män";37
"SE321 Västernorrlands län";"skilda";"30 år";"kvinnor";58
"SE321 Västernorrlands län";"skilda";"31 år";"män";39
"SE321 Västernorrlands län";"skilda";"31 år";"kvinnor";84
"SE321 Västernorrlands län";"skilda";"32 år";"män";52
"SE321 Västernorrlands län";"skilda";"32 år";"kvinnor";82
"SE321 Västernorrlands län";"skilda";"33 år";"män";60
"SE321 Västernorrlands län";"skilda";"33 år";"kvinnor";85
"SE321 Västernorrlands län";"skilda";"34 år";"män";67
"SE321 Västernorrlands län";"skilda";"34 år";"kvinnor";108
"SE321 Västernorrlands län";"skilda";"35 år";"män";71
"SE321 Västernorrlands län";"skilda";"35 år";"kvinnor";106
"SE321 Västernorrlands län";"skilda";"36 år";"män";100
"SE321 Västernorrlands län";"skilda";"36 år";"kvinnor";108
"SE321 Västernorrlands län";"skilda";"37 år";"män";84
"SE321 Västernorrlands län";"skilda";"37 år";"kvinnor";130
"SE321 Västernorrlands län";"skilda";"38 år";"män";87
"SE321 Västernorrlands län";"skilda";"38 år";"kvinnor";125
"SE321 Västernorrlands län";"skilda";"39 år";"män";125
"SE321 Västernorrlands län";"skilda";"39 år";"kvinnor";122
"SE321 Västernorrlands län";"skilda";"40 år";"män";124
"SE321 Västernorrlands län";"skilda";"40 år";"kvinnor";169
"SE321 Västernorrlands län";"skilda";"41 år";"män";103
"SE321 Västernorrlands län";"skilda";"41 år";"kvinnor";154
"SE321 Västernorrlands län";"skilda";"42 år";"män";133
"SE321 Västernorrlands län";"skilda";"42 år";"kvinnor";177
"SE321 Västernorrlands län";"skilda";"43 år";"män";145
"SE321 Västernorrlands län";"skilda";"43 år";"kvinnor";193
"SE321 Västernorrlands län";"skilda";"44 år";"män";120
"SE321 Västernorrlands län";"skilda";"44 år";"kvinnor";186
"SE321 Västernorrlands län";"skilda";"45 år";"män";169
"SE321 Västernorrlands län";"skilda";"45 år";"kvinnor";218
"SE321 Västernorrlands län";"skilda";"46 år";"män";169
"SE321 Västernorrlands län";"skilda";"46 år";"kvinnor";217
"SE321 Västernorrlands län";"skilda";"47 år";"män";173
"SE321 Västernorrlands län";"skilda";"47 år";"kvinnor";245
"SE321 Västernorrlands län";"skilda";"48 år";"män";219
"SE321 Västernorrlands län";"skilda";"48 år";"kvinnor";263
"SE321 Västernorrlands län";"skilda";"49 år";"män";196
"SE321 Västernorrlands län";"skilda";"49 år";"kvinnor";231
"SE321 Västernorrlands län";"skilda";"50 år";"män";203
"SE321 Västernorrlands län";"skilda";"50 år";"kvinnor";243
"SE321 Västernorrlands län";"skilda";"51 år";"män";219
"SE321 Västernorrlands län";"skilda";"51 år";"kvinnor";273
"SE321 Västernorrlands län";"skilda";"52 år";"män";232
"SE321 Västernorrlands län";"skilda";"52 år";"kvinnor";290
"SE321 Västernorrlands län";"skilda";"53 år";"män";249
"SE321 Västernorrlands län";"skilda";"53 år";"kvinnor";293
"SE321 Västernorrlands län";"skilda";"54 år";"män";223
"SE321 Västernorrlands län";"skilda";"54 år";"kvinnor";338
"SE321 Västernorrlands län";"skilda";"55 år";"män";286
"SE321 Västernorrlands län";"skilda";"55 år";"kvinnor";327
"SE321 Västernorrlands län";"skilda";"56 år";"män";325
"SE321 Västernorrlands län";"skilda";"56 år";"kvinnor";348
"SE321 Västernorrlands län";"skilda";"57 år";"män";272
"SE321 Västernorrlands län";"skilda";"57 år";"kvinnor";299
"SE321 Västernorrlands län";"skilda";"58 år";"män";294
"SE321 Västernorrlands län";"skilda";"58 år";"kvinnor";309
"SE321 Västernorrlands län";"skilda";"59 år";"män";251
"SE321 Västernorrlands län";"skilda";"59 år";"kvinnor";297
"SE321 Västernorrlands län";"skilda";"60 år";"män";263
"SE321 Västernorrlands län";"skilda";"60 år";"kvinnor";281
"SE321 Västernorrlands län";"skilda";"61 år";"män";261
"SE321 Västernorrlands län";"skilda";"61 år";"kvinnor";295
"SE321 Västernorrlands län";"skilda";"62 år";"män";272
"SE321 Västernorrlands län";"skilda";"62 år";"kvinnor";312
"SE321 Västernorrlands län";"skilda";"63 år";"män";308
"SE321 Västernorrlands län";"skilda";"63 år";"kvinnor";332
"SE321 Västernorrlands län";"skilda";"64 år";"män";279
"SE321 Västernorrlands län";"skilda";"64 år";"kvinnor";313
"SE321 Västernorrlands län";"skilda";"65 år";"män";272
"SE321 Västernorrlands län";"skilda";"65 år";"kvinnor";284
"SE321 Västernorrlands län";"skilda";"66 år";"män";269
"SE321 Västernorrlands län";"skilda";"66 år";"kvinnor";300
"SE321 Västernorrlands län";"skilda";"67 år";"män";244
"SE321 Västernorrlands län";"skilda";"67 år";"kvinnor";288
"SE321 Västernorrlands län";"skilda";"68 år";"män";249
"SE321 Västernorrlands län";"skilda";"68 år";"kvinnor";282
"SE321 Västernorrlands län";"skilda";"69 år";"män";261
"SE321 Västernorrlands län";"skilda";"69 år";"kvinnor";284
"SE321 Västernorrlands län";"skilda";"70 år";"män";243
"SE321 Västernorrlands län";"skilda";"70 år";"kvinnor";278
"SE321 Västernorrlands län";"skilda";"71 år";"män";282
"SE321 Västernorrlands län";"skilda";"71 år";"kvinnor";294
"SE321 Västernorrlands län";"skilda";"72 år";"män";273
"SE321 Västernorrlands län";"skilda";"72 år";"kvinnor";278
"SE321 Västernorrlands län";"skilda";"73 år";"män";256
"SE321 Västernorrlands län";"skilda";"73 år";"kvinnor";315
"SE321 Västernorrlands län";"skilda";"74 år";"män";286
"SE321 Västernorrlands län";"skilda";"74 år";"kvinnor";305
"SE321 Västernorrlands län";"skilda";"75 år";"män";243
"SE321 Västernorrlands län";"skilda";"75 år";"kvinnor";311
"SE321 Västernorrlands län";"skilda";"76 år";"män";238
"SE321 Västernorrlands län";"skilda";"76 år";"kvinnor";270
"SE321 Västernorrlands län";"skilda";"77 år";"män";198
"SE321 Västernorrlands län";"skilda";"77 år";"kvinnor";275
"SE321 Västernorrlands län";"skilda";"78 år";"män";181
"SE321 Västernorrlands län";"skilda";"78 år";"kvinnor";238
"SE321 Västernorrlands län";"skilda";"79 år";"män";145
"SE321 Västernorrlands län";"skilda";"79 år";"kvinnor";186
"SE321 Västernorrlands län";"skilda";"80 år";"män";134
"SE321 Västernorrlands län";"skilda";"80 år";"kvinnor";190
"SE321 Västernorrlands län";"skilda";"81 år";"män";139
"SE321 Västernorrlands län";"skilda";"81 år";"kvinnor";168
"SE321 Västernorrlands län";"skilda";"82 år";"män";98
"SE321 Västernorrlands län";"skilda";"82 år";"kvinnor";166
"SE321 Västernorrlands län";"skilda";"83 år";"män";96
"SE321 Västernorrlands län";"skilda";"83 år";"kvinnor";130
"SE321 Västernorrlands län";"skilda";"84 år";"män";76
"SE321 Västernorrlands län";"skilda";"84 år";"kvinnor";111
"SE321 Västernorrlands län";"skilda";"85 år";"män";55
"SE321 Västernorrlands län";"skilda";"85 år";"kvinnor";93
"SE321 Västernorrlands län";"skilda";"86 år";"män";52
"SE321 Västernorrlands län";"skilda";"86 år";"kvinnor";92
"SE321 Västernorrlands län";"skilda";"87 år";"män";50
"SE321 Västernorrlands län";"skilda";"87 år";"kvinnor";73
"SE321 Västernorrlands län";"skilda";"88 år";"män";40
"SE321 Västernorrlands län";"skilda";"88 år";"kvinnor";56
"SE321 Västernorrlands län";"skilda";"89 år";"män";21
